2026-01-15 02:35:47 [info] (/home/general/SignalAssistant/src/main.cpp:626,int main(int, char**)) startup prompt-complete live ""
2026-01-15 02:35:47 [info] (/home/general/SignalAssistant/src/main.cpp:630,int main(int, char**)) startup creating-qguiapplication
2026-01-15 02:35:47 [info] (/home/general/SignalAssistant/src/main.cpp:632,int main(int, char**)) startup qguiapplication-ready
2026-01-15 02:35:47 [info] (/home/general/SignalAssistant/src/main.cpp:640,int main(int, char**)) startup constructing-appcontroller
2026-01-15 02:35:47 [info] (/home/general/SignalAssistant/src/AppController.cpp:19,AppController::AppController(const RunSessionOptions&, QObject*)) AppController ctor live ""
2026-01-15 02:35:47 [info] (/home/general/SignalAssistant/src/AppController.cpp:265,void AppController::initializeTestPlayback()) AppController initTestPlayback live ""
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:505,expression for onLoaded) qml TuningPanel section-assign panelRef
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:507,expression for onLoaded) qml TuningPanel section-assign stringLabels
2026-01-15 02:35:48 [warning] (?:0,?) qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:883:53 Parameter "text" is not declared. Injection of parameters into signal handlers is deprecated. Use JavaScript functions with formal parameters instead.
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:656,expression for onCompleted) qml TuningPanel string-row targetRms e 5
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:725,expression for onCompleted) qml TuningPanel slider-created targetRms e 5
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:656,expression for onCompleted) qml TuningPanel string-row targetRms B 4
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:725,expression for onCompleted) qml TuningPanel slider-created targetRms B 4
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:656,expression for onCompleted) qml TuningPanel string-row targetRms G 3
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:725,expression for onCompleted) qml TuningPanel slider-created targetRms G 3
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:656,expression for onCompleted) qml TuningPanel string-row targetRms D 2
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:725,expression for onCompleted) qml TuningPanel slider-created targetRms D 2
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:656,expression for onCompleted) qml TuningPanel string-row targetRms A 1
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:725,expression for onCompleted) qml TuningPanel slider-created targetRms A 1
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:656,expression for onCompleted) qml TuningPanel string-row targetRms E 0
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:725,expression for onCompleted) qml TuningPanel slider-created targetRms E 0
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:656,expression for onCompleted) qml TuningPanel string-row calibrationGainMultiplier e 5
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:725,expression for onCompleted) qml TuningPanel slider-created calibrationGainMultiplier e 5
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:656,expression for onCompleted) qml TuningPanel string-row calibrationGainMultiplier B 4
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:725,expression for onCompleted) qml TuningPanel slider-created calibrationGainMultiplier B 4
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:656,expression for onCompleted) qml TuningPanel string-row calibrationGainMultiplier G 3
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:725,expression for onCompleted) qml TuningPanel slider-created calibrationGainMultiplier G 3
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:656,expression for onCompleted) qml TuningPanel string-row calibrationGainMultiplier D 2
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:725,expression for onCompleted) qml TuningPanel slider-created calibrationGainMultiplier D 2
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:656,expression for onCompleted) qml TuningPanel string-row calibrationGainMultiplier A 1
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:725,expression for onCompleted) qml TuningPanel slider-created calibrationGainMultiplier A 1
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:656,expression for onCompleted) qml TuningPanel string-row calibrationGainMultiplier E 0
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:725,expression for onCompleted) qml TuningPanel slider-created calibrationGainMultiplier E 0
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:656,expression for onCompleted) qml TuningPanel string-row confirmationFrames e 5
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:725,expression for onCompleted) qml TuningPanel slider-created confirmationFrames e 5
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:656,expression for onCompleted) qml TuningPanel string-row confirmationFrames B 4
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:725,expression for onCompleted) qml TuningPanel slider-created confirmationFrames B 4
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:656,expression for onCompleted) qml TuningPanel string-row confirmationFrames G 3
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:725,expression for onCompleted) qml TuningPanel slider-created confirmationFrames G 3
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:656,expression for onCompleted) qml TuningPanel string-row confirmationFrames D 2
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:725,expression for onCompleted) qml TuningPanel slider-created confirmationFrames D 2
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:656,expression for onCompleted) qml TuningPanel string-row confirmationFrames A 1
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:725,expression for onCompleted) qml TuningPanel slider-created confirmationFrames A 1
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:656,expression for onCompleted) qml TuningPanel string-row confirmationFrames E 0
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:725,expression for onCompleted) qml TuningPanel slider-created confirmationFrames E 0
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:509,expression for onLoaded) qml TuningPanel section-assign controller
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:511,expression for onLoaded) qml TuningPanel section-init-complete
2026-01-15 02:35:48 [warning] (/home/general/SignalAssistant/src/main.cpp:637,main(int, char**)::<lambda(const QList<QQmlError>&)>) qml-warning qrc:/qt/qml/GuitarPi/qml/pages/TabPage.qml:1346:9: QML Row: Cannot specify left, right, horizontalCenter, fill or centerIn anchors for items inside Row. Row will not function.
2026-01-15 02:35:48 [warning] (qrc:/qt/qml/GuitarPi/qml/pages/TabPage.qml:1346,?) qrc:/qt/qml/GuitarPi/qml/pages/TabPage.qml:1346:9: QML Row: Cannot specify left, right, horizontalCenter, fill or centerIn anchors for items inside Row. Row will not function.
2026-01-15 02:35:48 [warning] (/home/general/SignalAssistant/src/main.cpp:637,main(int, char**)::<lambda(const QList<QQmlError>&)>) qml-warning qrc:/qt/qml/GuitarPi/qml/pages/TabPage.qml:1346:9: QML Row: Cannot specify left, right, horizontalCenter, fill or centerIn anchors for items inside Row. Row will not function.
2026-01-15 02:35:48 [warning] (qrc:/qt/qml/GuitarPi/qml/pages/TabPage.qml:1346,?) qrc:/qt/qml/GuitarPi/qml/pages/TabPage.qml:1346:9: QML Row: Cannot specify left, right, horizontalCenter, fill or centerIn anchors for items inside Row. Row will not function.
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:695,tryRegister) qml TuningPanel slider-register targetRms 5
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:695,tryRegister) qml TuningPanel slider-register targetRms 4
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:695,tryRegister) qml TuningPanel slider-register targetRms 3
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:695,tryRegister) qml TuningPanel slider-register targetRms 2
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:695,tryRegister) qml TuningPanel slider-register targetRms 1
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:695,tryRegister) qml TuningPanel slider-register targetRms 0
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:695,tryRegister) qml TuningPanel slider-register calibrationGainMultiplier 5
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:695,tryRegister) qml TuningPanel slider-register calibrationGainMultiplier 4
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:695,tryRegister) qml TuningPanel slider-register calibrationGainMultiplier 3
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:695,tryRegister) qml TuningPanel slider-register calibrationGainMultiplier 2
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:695,tryRegister) qml TuningPanel slider-register calibrationGainMultiplier 1
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:695,tryRegister) qml TuningPanel slider-register calibrationGainMultiplier 0
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:695,tryRegister) qml TuningPanel slider-register confirmationFrames 5
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:695,tryRegister) qml TuningPanel slider-register confirmationFrames 4
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:695,tryRegister) qml TuningPanel slider-register confirmationFrames 3
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:695,tryRegister) qml TuningPanel slider-register confirmationFrames 2
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:695,tryRegister) qml TuningPanel slider-register confirmationFrames 1
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:695,tryRegister) qml TuningPanel slider-register confirmationFrames 0
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:513,) qml TuningPanel section-sync-request
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:172,requestSyncAll) qml TuningPanel sync-all 6
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:547,expression for onCompleted) qml TuningPanel section-ui-create  0
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:493,expression for onStatusChanged) qml TuningPanel section-ready Detection Thresholds
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:496,expression for onLoaded) qml TuningPanel section-loaded Detection Thresholds
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:501,expression for onLoaded) qml TuningPanel section-assign sectionData
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:548,expression for onSectionDataChanged) qml TuningPanel section-data-assigned Detection Thresholds 5
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:578,expression for onCompleted) qml TuningPanel param-card Detection Thresholds baselineFloor 1
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:578,expression for onCompleted) qml TuningPanel param-card Detection Thresholds envelopeFloor 2
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:578,expression for onCompleted) qml TuningPanel param-card Detection Thresholds gateRatio 3
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:578,expression for onCompleted) qml TuningPanel param-card Detection Thresholds fluxSensitivity 4
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:578,expression for onCompleted) qml TuningPanel param-card Detection Thresholds slopeDecay 5
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:503,expression for onLoaded) qml TuningPanel section-assign accentColor
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:505,expression for onLoaded) qml TuningPanel section-assign panelRef
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:507,expression for onLoaded) qml TuningPanel section-assign stringLabels
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:656,expression for onCompleted) qml TuningPanel string-row baselineFloor e 5
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:725,expression for onCompleted) qml TuningPanel slider-created baselineFloor e 5
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:656,expression for onCompleted) qml TuningPanel string-row baselineFloor B 4
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:725,expression for onCompleted) qml TuningPanel slider-created baselineFloor B 4
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:656,expression for onCompleted) qml TuningPanel string-row baselineFloor G 3
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:725,expression for onCompleted) qml TuningPanel slider-created baselineFloor G 3
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:656,expression for onCompleted) qml TuningPanel string-row baselineFloor D 2
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:725,expression for onCompleted) qml TuningPanel slider-created baselineFloor D 2
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:656,expression for onCompleted) qml TuningPanel string-row baselineFloor A 1
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:725,expression for onCompleted) qml TuningPanel slider-created baselineFloor A 1
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:656,expression for onCompleted) qml TuningPanel string-row baselineFloor E 0
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:725,expression for onCompleted) qml TuningPanel slider-created baselineFloor E 0
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:656,expression for onCompleted) qml TuningPanel string-row envelopeFloor e 5
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:725,expression for onCompleted) qml TuningPanel slider-created envelopeFloor e 5
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:656,expression for onCompleted) qml TuningPanel string-row envelopeFloor B 4
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:725,expression for onCompleted) qml TuningPanel slider-created envelopeFloor B 4
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:656,expression for onCompleted) qml TuningPanel string-row envelopeFloor G 3
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:725,expression for onCompleted) qml TuningPanel slider-created envelopeFloor G 3
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:656,expression for onCompleted) qml TuningPanel string-row envelopeFloor D 2
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:725,expression for onCompleted) qml TuningPanel slider-created envelopeFloor D 2
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:656,expression for onCompleted) qml TuningPanel string-row envelopeFloor A 1
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:725,expression for onCompleted) qml TuningPanel slider-created envelopeFloor A 1
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:656,expression for onCompleted) qml TuningPanel string-row envelopeFloor E 0
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:725,expression for onCompleted) qml TuningPanel slider-created envelopeFloor E 0
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:656,expression for onCompleted) qml TuningPanel string-row gateRatio e 5
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:725,expression for onCompleted) qml TuningPanel slider-created gateRatio e 5
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:656,expression for onCompleted) qml TuningPanel string-row gateRatio B 4
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:725,expression for onCompleted) qml TuningPanel slider-created gateRatio B 4
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:656,expression for onCompleted) qml TuningPanel string-row gateRatio G 3
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:725,expression for onCompleted) qml TuningPanel slider-created gateRatio G 3
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:656,expression for onCompleted) qml TuningPanel string-row gateRatio D 2
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:725,expression for onCompleted) qml TuningPanel slider-created gateRatio D 2
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:656,expression for onCompleted) qml TuningPanel string-row gateRatio A 1
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:725,expression for onCompleted) qml TuningPanel slider-created gateRatio A 1
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:656,expression for onCompleted) qml TuningPanel string-row gateRatio E 0
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:725,expression for onCompleted) qml TuningPanel slider-created gateRatio E 0
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:656,expression for onCompleted) qml TuningPanel string-row fluxSensitivity e 5
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:725,expression for onCompleted) qml TuningPanel slider-created fluxSensitivity e 5
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:656,expression for onCompleted) qml TuningPanel string-row fluxSensitivity B 4
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:725,expression for onCompleted) qml TuningPanel slider-created fluxSensitivity B 4
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:656,expression for onCompleted) qml TuningPanel string-row fluxSensitivity G 3
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:725,expression for onCompleted) qml TuningPanel slider-created fluxSensitivity G 3
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:656,expression for onCompleted) qml TuningPanel string-row fluxSensitivity D 2
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:725,expression for onCompleted) qml TuningPanel slider-created fluxSensitivity D 2
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:656,expression for onCompleted) qml TuningPanel string-row fluxSensitivity A 1
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:725,expression for onCompleted) qml TuningPanel slider-created fluxSensitivity A 1
2026-01-15 02:35:48 [debug] (qrc:/qt/qml/GuitarPi/qml/components/TuningPanel.qml:656,expression for onCompleted) qml TuningPanel string-row fluxSensitivity E 0
